customer_id,segment_name,recency,frequency,monetary,support_ticket_count,refund_rate
CUST00063,Dormant Customers,277,1,397.69,1.0,0.0
CUST00064,Dormant Customers,27,3,1634.0,0.0,0.0
CUST00065,New Customers,1,4,3966.91,0.0,0.0
CUST00066,At Risk,381,5,4598.95,1.0,0.0
CUST00067,Discount Sensitive,124,2,1246.44,1.0,0.5
CUST00068,Discount Sensitive,407,3,2123.66,1.0,0.3333333333333333
CUST00069,Dormant Customers,90,2,874.47,0.0,0.0
CUST00070,Dormant Customers,99,1,542.98,0.0,0.0
CUST00071,Dormant Customers,93,1,2062.5,1.0,0.0
CUST00072,Dormant Customers,151,4,2587.02,0.0,0.0
CUST00073,Loyal Customers,45,7,6253.77,0.0,0.0
CUST00074,Dormant Customers,26,5,2884.48,1.0,0.2
CUST00075,Loyal Customers,44,11,7714.719999999999,4.0,0.0
CUST00076,New Customers,1,4,2888.0299999999997,0.0,0.0
CUST00077,Dormant Customers,170,1,394.32,0.0,0.0
CUST00078,Discount Sensitive,200,1,894.45,1.0,1.0
CUST00079,Dormant Customers,252,1,619.57,0.0,0.0
CUST00080,New Customers,8,4,2832.98,0.0,0.0
CUST00081,Loyal Customers,41,9,5805.78,3.0,0.2222222222222222
CUST00082,Dormant Customers,315,3,1671.25,0.0,0.0
CUST00083,Discount Sensitive,150,2,806.87,1.0,0.5
CUST00084,Dormant Customers,228,1,1273.18,0.0,0.0
CUST00085,Dormant Customers,75,1,1257.8,0.0,0.0
CUST00086,Dormant Customers,40,6,3003.66,1.0,0.0
CUST00087,Dormant Customers,28,4,3610.9700000000003,0.0,0.25
CUST00088,At Risk,159,12,6774.5,1.0,0.0
CUST00089,At Risk,226,2,2825.75,0.0,0.0
CUST00090,Dormant Customers,50,5,2498.83,1.0,0.0
CUST00091,Dormant Customers,18,5,5844.34,1.0,0.2
CUST00092,Dormant Customers,34,2,1155.25,0.0,0.0
CUST00093,Dormant Customers,146,1,759.64,0.0,0.0
CUST00094,At Risk,244,4,3557.43,2.0,0.0
CUST00095,Dormant Customers,126,1,372.65,1.0,0.0
CUST00096,Dormant Customers,45,4,2403.64,1.0,0.25
CUST00097,Loyal Customers,29,8,5040.67,2.0,0.125
CUST00098,Dormant Customers,245,2,1843.57,1.0,0.0
CUST00099,Dormant Customers,45,6,3861.8199999999997,1.0,0.0
CUST00100,New Customers,3,3,2209.4,0.0,0.3333333333333333
CUST00101,At Risk,169,5,3514.87,2.0,0.0
CUST00102,New Customers,18,2,2048.62,0.0,0.0
CUST00103,New Customers,7,3,2581.31,0.0,0.0
CUST00104,Dormant Customers,154,1,955.63,0.0,0.0
CUST00105,Dormant Customers,40,2,2846.2999999999997,0.0,0.0
CUST00106,At Risk,122,7,4352.11,1.0,0.0
CUST00107,Dormant Customers,32,4,3891.05,0.0,0.0
CUST00108,Discount Sensitive,105,1,1074.5,1.0,1.0
CUST00109,Dormant Customers,60,6,4566.15,0.0,0.0
CUST00110,At Risk,96,6,3922.07,2.0,0.0
CUST00111,Dormant Customers,239,1,1135.09,0.0,0.0
CUST00112,Loyal Customers,34,9,6542.4,1.0,0.2222222222222222
CUST00113,New Customers,8,3,2095.48,0.0,0.0
CUST00114,At Risk,300,6,5133.53,1.0,0.0
CUST00115,Dormant Customers,220,1,596.54,1.0,0.0
CUST00116,At Risk,204,6,5635.9,0.0,0.0
CUST00117,Dormant Customers,184,4,2534.33,0.0,0.0
CUST00118,New Customers,14,4,2001.17,0.0,0.0
CUST00119,Dormant Customers,6,6,4466.32,1.0,0.0
CUST00120,Dormant Customers,32,2,755.8399999999999,0.0,0.0
CUST00121,New Customers,23,3,3028.88,0.0,0.0
CUST00122,Dormant Customers,167,2,2048.93,0.0,0.0
CUST00123,Loyal Customers,29,7,3742.48,3.0,0.14285714285714285
CUST00124,Dormant Customers,255,4,2570.5,0.0,0.0
CUST00125,New Customers,17,3,2455.21,0.0,0.3333333333333333
CUST00126,Dormant Customers,118,2,1260.02,0.0,0.0
CUST00127,New Customers,18,3,1136.12,0.0,0.0
CUST00128,New Customers,6,3,2233.06,0.0,0.0
CUST00129,Dormant Customers,32,5,4049.54,2.0,0.2
CUST00130,Dormant Customers,57,2,1850.58,0.0,0.0
CUST00131,At Risk,128,6,6830.01,0.0,0.0
CUST00132,At Risk,178,5,4876.780000000001,0.0,0.0
CUST00133,Champions,12,10,7152.29,1.0,0.1
CUST00134,High Value Unhappy,19,6,4696.0199999999995,3.0,0.16666666666666666
CUST00135,Dormant Customers,394,4,2534.18,0.0,0.0
CUST00136,Dormant Customers,132,1,514.9,0.0,0.0
CUST00137,Dormant Customers,238,2,1035.87,0.0,0.0
CUST00138,Discount Sensitive,36,2,1424.6100000000001,0.0,0.5
CUST00139,New Customers,14,4,3008.66,2.0,0.0
CUST00140,Dormant Customers,33,5,4083.36,2.0,0.0
CUST00141,New Customers,20,2,1055.28,0.0,0.0
CUST00142,Dormant Customers,230,5,1880.0,0.0,0.0
CUST00143,Loyal Customers,51,7,7890.950000000001,0.0,0.0
CUST00144,Loyal Customers,42,10,8510.65,3.0,0.1
CUST00145,Dormant Customers,91,1,502.35,0.0,0.0
CUST00146,Dormant Customers,6,6,6990.9400000000005,1.0,0.16666666666666666
CUST00147,Dormant Customers,27,4,3412.56,1.0,0.0
CUST00148,Dormant Customers,15,5,3702.7,1.0,0.2
CUST00149,New Customers,10,3,2362.6400000000003,0.0,0.3333333333333333
CUST00150,Dormant Customers,35,5,2641.09,0.0,0.0
CUST00151,Loyal Customers,44,8,6240.6,3.0,0.0
CUST00152,Champions,10,8,5508.0,4.0,0.125
CUST00153,Dormant Customers,26,3,1619.74,0.0,0.0
CUST00154,Loyal Customers,42,10,8542.89,0.0,0.0
CUST00155,Dormant Customers,32,4,2343.2799999999997,0.0,0.0
CUST00156,Discount Sensitive,28,3,4831.42,1.0,0.3333333333333333
CUST00157,Dormant Customers,61,5,2269.91,1.0,0.0
CUST00158,Dormant Customers,216,1,812.34,0.0,0.0
CUST00159,At Risk,535,2,3713.77,0.0,0.0
CUST00160,Dormant Customers,238,2,1064.66,1.0,0.0
CUST00161,Champions,14,7,6171.42,0.0,0.14285714285714285
CUST00162,Dormant Customers,152,2,1194.5900000000001,0.0,0.0
CUST00163,New Customers,22,2,1100.06,0.0,0.0
CUST00164,At Risk,283,5,4657.03,1.0,0.0
CUST00165,Dormant Customers,37,4,2287.08,0.0,0.0
CUST00166,Dormant Customers,38,3,3227.7,1.0,0.0
CUST00167,Dormant Customers,280,1,423.24,0.0,0.0
CUST00168,Dormant Customers,13,5,4794.47,0.0,0.0
CUST00169,Dormant Customers,283,1,1799.45,0.0,0.0
CUST00170,Champions,17,12,7634.5599999999995,1.0,0.0
CUST00171,Dormant Customers,31,4,3416.04,0.0,0.25
CUST00172,Loyal Customers,45,8,6232.719999999999,3.0,0.0
CUST00173,Dormant Customers,43,6,2018.8200000000002,1.0,0.0
CUST00174,Loyal Customers,3,7,3507.37,2.0,0.14285714285714285
CUST00175,At Risk,120,4,3568.3199999999997,1.0,0.0
CUST00176,New Customers,10,4,6283.41,0.0,0.25
CUST00177,Dormant Customers,13,5,5158.25,0.0,0.0
CUST00178,Loyal Customers,33,9,5965.32,4.0,0.2222222222222222
CUST00179,Dormant Customers,36,4,1767.07,2.0,0.25
CUST00180,Discount Sensitive,157,2,1570.85,1.0,0.5
CUST00181,Discount Sensitive,35,2,1815.8899999999999,0.0,0.5
CUST00182,Discount Sensitive,60,2,672.78,0.0,0.5
CUST00183,At Risk,213,3,3246.8900000000003,1.0,0.0
CUST00184,Dormant Customers,75,5,5072.85,2.0,0.0
CUST00185,Loyal Customers,25,9,5475.0,0.0,0.0
CUST00186,New Customers,16,2,2279.63,1.0,0.0
CUST00187,Dormant Customers,53,4,2223.79,1.0,0.0
CUST00188,High Value Unhappy,90,7,5810.17,3.0,0.14285714285714285
CUST00189,Champions,4,11,8207.06,3.0,0.09090909090909091
CUST00190,New Customers,18,2,854.78,1.0,0.0
CUST00191,New Customers,9,3,945.03,0.0,0.0
CUST00192,Dormant Customers,2,6,3657.1499999999996,0.0,0.16666666666666666
CUST00193,Dormant Customers,218,1,424.74,0.0,0.0
CUST00194,Discount Sensitive,3,6,4197.11,3.0,0.3333333333333333
CUST00195,New Customers,3,2,1955.96,1.0,0.0
CUST00196,Dormant Customers,85,2,1272.38,1.0,0.0
CUST00197,Champions,9,12,11523.66,3.0,0.08333333333333333
CUST00198,Loyal Customers,26,10,7958.04,2.0,0.0
CUST00199,Dormant Customers,49,5,4359.83,1.0,0.0
CUST00200,Loyal Customers,26,9,7636.45,1.0,0.0
CUST00201,At Risk,154,7,6691.56,2.0,0.0
CUST00202,Discount Sensitive,48,2,2363.2200000000003,0.0,0.5
CUST00203,Dormant Customers,175,2,743.3499999999999,0.0,0.0
CUST00204,Dormant Customers,47,6,3646.77,0.0,0.0
CUST00205,Dormant Customers,7,6,3610.58,0.0,0.0
CUST00206,At Risk,179,10,6479.7,3.0,0.1
CUST00207,Dormant Customers,79,1,193.1,0.0,0.0
CUST00208,At Risk,152,6,6865.35,1.0,0.0
CUST00209,At Risk,340,5,3422.88,1.0,0.2
CUST00210,Dormant Customers,189,2,1254.8700000000001,0.0,0.0
CUST00211,Loyal Customers,28,7,27920.05,1.0,0.0
CUST00212,Dormant Customers,265,3,2071.6800000000003,0.0,0.0
CUST00213,Discount Sensitive,147,2,1680.61,2.0,1.0
CUST00214,Dormant Customers,125,1,1427.16,0.0,0.0
CUST00215,Dormant Customers,95,3,1564.1,1.0,0.0
CUST00216,Discount Sensitive,109,1,1349.42,1.0,1.0
CUST00217,Dormant Customers,140,3,1179.94,0.0,0.0
CUST00218,New Customers,15,4,2728.57,0.0,0.25
CUST00219,At Risk,215,6,2782.79,1.0,0.0
CUST00220,New Customers,19,4,1750.5,1.0,0.0
CUST00221,New Customers,9,3,1357.66,0.0,0.0
CUST00222,Dormant Customers,247,2,1259.5,1.0,0.0
CUST00223,Dormant Customers,164,1,757.58,1.0,0.0
CUST00224,New Customers,8,4,3249.04,1.0,0.25
CUST00225,At Risk,149,3,3012.6,0.0,0.0
CUST00226,New Customers,5,4,3683.7,1.0,0.25
CUST00227,At Risk,214,6,4383.02,2.0,0.16666666666666666
CUST00228,At Risk,143,7,4150.72,2.0,0.14285714285714285
CUST00229,At Risk,153,5,3077.41,1.0,0.0
CUST00230,Champions,16,9,8646.32,2.0,0.0
CUST00231,New Customers,22,4,2330.3900000000003,0.0,0.0
CUST00232,New Customers,8,3,3010.99,0.0,0.0
CUST00233,Dormant Customers,422,3,1626.9899999999998,0.0,0.0
CUST00234,Loyal Customers,35,7,5988.42,0.0,0.0
CUST00235,Dormant Customers,13,5,3186.58,0.0,0.0
CUST00236,New Customers,18,2,1796.52,1.0,0.0
CUST00237,Dormant Customers,30,5,4240.2,0.0,0.0
CUST00238,Discount Sensitive,57,3,3798.2000000000003,2.0,0.3333333333333333
CUST00239,Dormant Customers,381,1,208.1,0.0,0.0
CUST00240,New Customers,18,3,2710.16,1.0,0.0
CUST00241,New Customers,7,4,4566.46,0.0,0.0
CUST00242,Loyal Customers,16,7,4040.24,0.0,0.14285714285714285
CUST00243,At Risk,130,4,3129.06,1.0,0.25
CUST00244,Dormant Customers,205,2,2449.86,0.0,0.0
CUST00245,Dormant Customers,9,5,3729.23,0.0,0.0
CUST00246,Dormant Customers,34,5,3071.41,1.0,0.2
CUST00247,At Risk,118,11,5611.35,3.0,0.0
CUST00248,Loyal Customers,53,8,4617.07,0.0,0.0
CUST00249,Dormant Customers,223,3,1761.46,0.0,0.0
CUST00250,Dormant Customers,37,2,1335.96,0.0,0.0
CUST00251,Discount Sensitive,102,1,966.73,1.0,1.0
CUST00252,At Risk,251,6,5194.02,0.0,0.0
CUST00253,Dormant Customers,252,3,1901.1299999999999,0.0,0.0
CUST00254,At Risk,244,4,3041.57,0.0,0.0
CUST00255,Loyal Customers,50,7,5070.56,2.0,0.14285714285714285
CUST00256,Dormant Customers,242,2,1727.8400000000001,1.0,0.0
CUST00257,Dormant Customers,51,3,1361.41,0.0,0.0
CUST00258,Loyal Customers,36,11,6740.7300000000005,1.0,0.0
CUST00259,Dormant Customers,253,1,1519.33,0.0,0.0
CUST00260,New Customers,14,3,2237.58,0.0,0.0
CUST00261,New Customers,7,3,2884.77,0.0,0.0
CUST00262,New Customers,10,3,1649.48,0.0,0.0
CUST00263,Loyal Customers,50,13,8211.17,6.0,0.23076923076923078
CUST00264,Dormant Customers,92,2,671.0999999999999,1.0,0.0
CUST00265,New Customers,10,3,1918.74,0.0,0.0
CUST00266,At Risk,219,4,5306.62,2.0,0.25
CUST00267,Dormant Customers,90,4,4026.2300000000005,2.0,0.25
CUST00268,Dormant Customers,40,4,4982.92,1.0,0.0
CUST00269,Dormant Customers,34,4,3130.84,1.0,0.0
CUST00270,New Customers,14,4,3158.67,0.0,0.25
CUST00271,Dormant Customers,10,6,5326.4,0.0,0.0
CUST00272,Loyal Customers,54,14,14120.16,0.0,0.0
CUST00273,Champions,23,9,6554.51,4.0,0.1111111111111111
CUST00274,Dormant Customers,56,2,1003.95,0.0,0.0
CUST00275,At Risk,302,6,3879.21,1.0,0.0
CUST00276,Champions,10,7,9212.91,0.0,0.0
CUST00277,New Customers,6,4,2222.75,0.0,0.25
CUST00278,At Risk,130,4,2768.06,2.0,0.0
CUST00279,Loyal Customers,40,10,6562.58,1.0,0.0
CUST00280,Loyal Customers,53,9,7889.99,0.0,0.0
CUST00281,Dormant Customers,96,2,1161.06,0.0,0.0
CUST00282,Dormant Customers,357,2,774.76,1.0,0.0
CUST00283,Loyal Customers,42,11,8318.05,4.0,0.18181818181818182
CUST00284,Dormant Customers,352,2,781.62,0.0,0.0
CUST00285,Dormant Customers,23,5,2538.27,0.0,0.0
CUST00286,Dormant Customers,430,2,2027.25,1.0,0.0
CUST00287,Loyal Customers,40,7,6816.38,1.0,0.0
CUST00288,Dormant Customers,171,2,1096.1,1.0,0.0
CUST00289,Dormant Customers,56,3,1303.02,0.0,0.0
CUST00290,Dormant Customers,59,2,878.26,1.0,0.0
CUST00291,At Risk,119,9,5604.34,3.0,0.2222222222222222
CUST00292,New Customers,8,4,3132.6,1.0,0.25
CUST00293,Dormant Customers,291,3,1699.71,0.0,0.0
CUST00294,Dormant Customers,35,3,3612.55,0.0,0.0
CUST00295,Dormant Customers,11,5,4296.54,0.0,0.0
CUST00296,Dormant Customers,193,4,1989.83,0.0,0.0
CUST00297,Dormant Customers,215,1,1130.29,1.0,0.0
CUST00298,Dormant Customers,262,1,1122.99,0.0,0.0
CUST00299,Dormant Customers,404,4,2302.1800000000003,2.0,0.25
CUST00300,Dormant Customers,48,5,2586.24,0.0,0.0
CUST00301,Loyal Customers,27,9,7935.46,3.0,0.0
CUST00302,Dormant Customers,209,4,2534.0,3.0,0.25
CUST00303,Champions,15,8,5373.69,2.0,0.125
CUST00304,At Risk,148,3,2837.27,1.0,0.0
CUST00305,Dormant Customers,227,1,531.59,0.0,0.0
CUST00306,Dormant Customers,47,6,5851.889999999999,2.0,0.16666666666666666
CUST00307,Discount Sensitive,93,3,2114.17,1.0,0.3333333333333333
CUST00308,Dormant Customers,43,3,2518.37,0.0,0.0
CUST00309,Dormant Customers,69,3,2731.6099999999997,0.0,0.0
CUST00310,New Customers,22,2,1126.21,1.0,0.5
CUST00311,Dormant Customers,109,1,1336.82,0.0,0.0
CUST00312,Dormant Customers,125,1,486.27,0.0,0.0
CUST00313,Dormant Customers,223,1,769.77,1.0,0.0
CUST00314,Dormant Customers,77,1,560.98,0.0,0.0
CUST00315,Champions,5,12,11129.380000000001,2.0,0.0
CUST00316,Discount Sensitive,158,2,1079.82,1.0,0.5
CUST00317,Dormant Customers,161,1,1353.24,0.0,0.0
CUST00318,Dormant Customers,56,6,6278.88,1.0,0.0
CUST00319,Dormant Customers,208,6,2585.4700000000003,0.0,0.0
CUST00320,Loyal Customers,50,8,5389.51,1.0,0.0
CUST00321,At Risk,177,6,3100.54,2.0,0.0
CUST00322,Dormant Customers,46,6,3582.34,0.0,0.0
CUST00323,Loyal Customers,27,9,7552.84,0.0,0.0
CUST00324,At Risk,335,4,6039.5599999999995,2.0,0.25
CUST00325,New Customers,3,4,3975.12,0.0,0.0
CUST00326,Dormant Customers,185,3,1868.65,1.0,0.0
CUST00327,Dormant Customers,63,3,1087.67,0.0,0.0
CUST00328,Dormant Customers,383,1,371.68,0.0,0.0
CUST00329,New Customers,8,4,2102.61,0.0,0.0
CUST00330,Dormant Customers,26,4,1658.54,1.0,0.0
CUST00331,At Risk,212,5,3450.66,2.0,0.2
CUST00332,New Customers,19,4,4830.33,2.0,0.25
CUST00333,Dormant Customers,30,2,1205.58,0.0,0.0
CUST00334,Discount Sensitive,146,3,2170.31,1.0,0.3333333333333333
CUST00335,New Customers,18,4,2833.44,2.0,0.25
CUST00336,Loyal Customers,5,7,3979.4700000000003,0.0,0.0
CUST00337,Dormant Customers,68,2,1887.73,1.0,0.0
CUST00338,New Customers,19,2,1364.21,1.0,0.5
CUST00339,Dormant Customers,28,5,3070.33,1.0,0.2
CUST00340,Loyal Customers,47,10,6781.87,1.0,0.1
CUST00341,Dormant Customers,24,2,1262.52,0.0,0.0
CUST00342,New Customers,1,4,3043.19,1.0,0.0
CUST00343,Dormant Customers,52,6,2874.94,0.0,0.0
CUST00344,High Value Unhappy,33,6,4985.95,4.0,0.0
CUST00345,Dormant Customers,45,6,6318.72,1.0,0.0
CUST00346,Dormant Customers,60,12,10622.109999999999,2.0,0.16666666666666666
CUST00347,At Risk,245,4,3311.46,1.0,0.0
CUST00348,Dormant Customers,43,4,3043.55,0.0,0.0
CUST00349,Dormant Customers,15,6,5889.18,0.0,0.16666666666666666
CUST00350,New Customers,1,3,2121.43,0.0,0.0
CUST00351,Champions,14,8,8615.57,3.0,0.125
CUST00352,New Customers,23,3,2352.36,0.0,0.3333333333333333
CUST00353,Dormant Customers,179,4,1755.1200000000001,1.0,0.0
CUST00354,Dormant Customers,25,6,3470.21,1.0,0.0
CUST00355,At Risk,232,4,3405.2,2.0,0.0
CUST00356,Dormant Customers,22,6,3137.74,2.0,0.0
CUST00357,Dormant Customers,103,1,513.15,1.0,0.0
CUST00358,Dormant Customers,162,2,1523.3600000000001,1.0,0.0
CUST00359,Loyal Customers,30,9,6910.4,0.0,0.1111111111111111
CUST00360,Loyal Customers,33,8,9265.23,0.0,0.0
CUST00361,Discount Sensitive,230,1,361.04,1.0,1.0
CUST00362,Dormant Customers,13,6,3159.8599999999997,1.0,0.16666666666666666
CUST00363,Discount Sensitive,34,3,1780.5900000000001,1.0,0.3333333333333333
CUST00364,Dormant Customers,420,3,2049.88,2.0,0.0
CUST00365,Dormant Customers,219,1,1015.06,0.0,0.0
CUST00366,Dormant Customers,38,6,6762.91,1.0,0.0
CUST00367,Dormant Customers,273,1,884.81,0.0,0.0
CUST00368,Discount Sensitive,116,1,348.81,1.0,1.0
CUST00369,Dormant Customers,132,3,2263.62,0.0,0.0
CUST00370,Dormant Customers,233,1,452.14,0.0,0.0
CUST00371,At Risk,185,3,2631.54,1.0,0.0
CUST00372,New Customers,2,3,1343.1,1.0,0.0
CUST00373,Dormant Customers,134,2,1612.8899999999999,0.0,0.0
CUST00374,Dormant Customers,280,2,795.8299999999999,1.0,0.0
CUST00375,At Risk,146,6,3564.29,1.0,0.0
CUST00376,At Risk,106,8,5532.45,0.0,0.0
CUST00377,Dormant Customers,141,4,2214.32,0.0,0.0
CUST00378,Dormant Customers,160,1,1622.32,0.0,0.0
CUST00379,Dormant Customers,136,2,1029.97,0.0,0.0
CUST00380,Loyal Customers,28,7,3831.9,1.0,0.0
CUST00381,Dormant Customers,243,1,597.86,1.0,0.0
CUST00382,Dormant Customers,43,3,1584.55,0.0,0.0
CUST00383,Champions,7,7,5682.3099999999995,3.0,0.14285714285714285
CUST00384,Dormant Customers,24,3,1529.26,0.0,0.0
CUST00385,Champions,8,9,6949.7,3.0,0.0
CUST00386,Loyal Customers,34,7,5490.0,1.0,0.0
CUST00387,New Customers,1,3,3480.7,0.0,0.3333333333333333
CUST00388,Dormant Customers,98,5,2574.36,1.0,0.0
CUST00389,Champions,1,12,8394.1,3.0,0.0
CUST00390,Dormant Customers,115,2,1639.4299999999998,1.0,0.0
CUST00391,Dormant Customers,50,4,3250.96,0.0,0.0
CUST00392,At Risk,194,7,5290.95,0.0,0.0
CUST00393,New Customers,3,3,2797.96,1.0,0.0
CUST00394,Dormant Customers,50,2,1196.59,1.0,0.0
CUST00395,New Customers,8,4,2294.75,1.0,0.0
CUST00396,Dormant Customers,47,6,3382.7599999999998,1.0,0.0
CUST00397,At Risk,140,11,9647.73,4.0,0.0
CUST00398,Dormant Customers,30,5,3322.37,1.0,0.0
CUST00399,At Risk,323,4,2749.65,0.0,0.0
CUST00400,Dormant Customers,35,2,1613.97,0.0,0.0
CUST00401,New Customers,8,2,1106.27,1.0,0.0
CUST00402,Dormant Customers,193,3,1410.06,1.0,0.0
CUST00403,Dormant Customers,29,3,2404.71,0.0,0.0
CUST00404,At Risk,254,6,4631.52,2.0,0.0
CUST00405,Discount Sensitive,63,1,282.03,1.0,1.0
CUST00406,New Customers,23,4,1427.6,1.0,0.0
CUST00407,New Customers,17,2,2405.56,0.0,0.0
CUST00408,Loyal Customers,54,8,4751.44,4.0,0.125
CUST00409,At Risk,119,7,4946.35,3.0,0.42857142857142855
CUST00410,Dormant Customers,51,3,2009.71,1.0,0.0
CUST00411,Dormant Customers,314,1,1756.76,0.0,0.0
CUST00412,Dormant Customers,590,1,1486.51,0.0,0.0
CUST00413,Dormant Customers,28,4,2693.84,2.0,0.25
CUST00414,Discount Sensitive,64,1,311.44,1.0,1.0
CUST00415,Dormant Customers,181,2,2282.07,1.0,0.0
CUST00416,Dormant Customers,60,3,1804.88,1.0,0.0
CUST00417,At Risk,212,4,2750.0299999999997,0.0,0.0
CUST00418,Dormant Customers,48,3,2381.17,1.0,0.0
CUST00419,Dormant Customers,159,2,1795.1,0.0,0.0
CUST00420,Dormant Customers,48,5,4695.67,1.0,0.0
CUST00421,Loyal Customers,47,8,6285.45,2.0,0.125
CUST00422,Dormant Customers,186,2,1075.03,0.0,0.0
CUST00423,Dormant Customers,196,3,2349.76,0.0,0.0
CUST00424,Dormant Customers,174,2,1297.49,1.0,0.0
CUST00425,Dormant Customers,4,5,3571.95,0.0,0.0
CUST00426,Dormant Customers,138,2,1478.25,0.0,0.0
CUST00427,Discount Sensitive,62,2,331.53,1.0,0.5
CUST00428,Champions,2,8,5359.36,1.0,0.0
CUST00429,New Customers,14,3,1361.81,1.0,0.0
CUST00430,New Customers,19,4,2817.12,0.0,0.0
CUST00431,Dormant Customers,215,2,903.65,0.0,0.0
CUST00432,At Risk,173,4,5036.07,0.0,0.0
CUST00433,Loyal Customers,53,7,5386.66,4.0,0.14285714285714285
CUST00434,Dormant Customers,34,3,1824.26,0.0,0.0
CUST00435,Discount Sensitive,261,3,1740.56,1.0,0.3333333333333333
CUST00436,Dormant Customers,9,5,5612.16,0.0,0.0
CUST00437,Dormant Customers,49,3,2048.04,0.0,0.0
CUST00438,Discount Sensitive,125,3,2466.39,3.0,1.0
CUST00439,Discount Sensitive,180,3,1981.34,1.0,0.3333333333333333
CUST00440,Dormant Customers,125,1,325.03,1.0,0.0
CUST00441,Dormant Customers,272,1,786.67,1.0,0.0
CUST00442,At Risk,130,8,4905.34,1.0,0.0
CUST00443,Dormant Customers,326,3,1694.35,0.0,0.0
CUST00444,Dormant Customers,293,1,520.84,0.0,0.0
CUST00445,Dormant Customers,60,2,2068.62,0.0,0.0
CUST00446,Dormant Customers,87,1,521.16,0.0,0.0
CUST00447,Loyal Customers,8,8,3821.6,2.0,0.125
CUST00448,At Risk,197,5,4291.91,3.0,0.4
CUST00449,Dormant Customers,270,2,661.52,0.0,0.0
